"emp_no","last_name","first_name","hire_date"
"51873","Straney","Sampalli","1986-01-26"
"51883","Blokdijk","Kwee","1986-07-30"
"51887","Shigei","Francesca","1986-05-04"
"51897","Aamodt","Rajmohan","1986-05-22"
"51905","Fargier","DAIDA","1986-02-03"
"51912","Ohori","Geoffry","1986-11-24"
"51926","Ghandeharizadeh","Mohammad","1986-03-12"
"51930","Viele","Henk","1986-09-12"
"51935","Lorcy","Vugranam","1986-05-16"
"51943","Arlazarov","Gal","1986-07-08"
"51980","Kabayashi","Feixiong","1986-10-12"
"51994","Pluym","Shigehito","1986-06-02"
"52002","Stamatiou","Parviz","1986-05-22"
"52006","Aumann","Satyanarayana","1986-01-15"
"52020","Michaeli","Teunis","1986-01-15"
"52035","Sigstam","Shridhar","1986-02-04"
"52063","Lunt","Ferdinand","1986-01-26"
"52069","Krohm","Conrado","1986-03-29"
"52071","Milicic","Xianlong","1986-10-26"
"52077","Streit","Rosella","1986-06-26"
"52095","Dayang","Hein","1986-07-15"
"52096","Yetim","Tomokazu","1986-07-06"
"52098","Delaune","Martine","1986-05-08"
"52108","Reinhart","Anestis","1986-08-31"
"52113","Hiroyama","Feixiong","1986-10-14"
"52115","Lichtner","Sigeru","1986-07-19"
"52118","Kruskal","Laurentiu","1986-05-31"
"52122","Vernadat","Anneke","1986-07-04"
"52125","Mitzlaff","Suebskul","1986-04-25"
"52128","Versino","Goo","1986-04-25"
"52131","Collette","Tonny","1986-10-29"
"52133","Kalefeld","Weiru","1986-05-15"
"52134","Barinka","Sorina","1986-05-14"
"52153","Perl","Shigeichiro","1986-11-23"
"52157","Maquelin","Jiong","1986-02-10"
"52175","Cronan","Oldrich","1986-01-10"
"52196","Choobineh","Francesca","1986-10-13"
"52205","Raczkowsky","Arne","1986-12-17"
"52212","Piancastelli","Uno","1986-01-06"
"52217","Henseler","Spyrose","1986-09-17"
"52225","Homond","Aamer","1986-04-18"
"52243","Swen","Zhiguo","1986-04-16"
"52249","Staylopatis","Morrie","1986-03-20"
"52258","Takanami","Bernt","1986-08-26"
"52269","Kroft","Ortrud","1986-01-23"
"52271","Schaft","Nikolaus","1986-01-10"
"52279","Ebeling","Duangkaew","1986-12-30"
"52282","Levasseur","Saeed","1986-09-30"
"52289","Luke","Huei","1986-11-17"
"52330","Turnbull","Mohan","1986-07-07"
"52331","Vesel","Haldon","1986-12-10"
"52335","Alpin","Sanjay","1986-05-25"
"52354","Rabehasaina","Tamiya","1986-10-24"
"52355","Merkl","Arto","1986-06-23"
"52369","Sewelson","Manohar","1986-03-20"
"52383","Benzmuller","Mrinalini","1986-12-24"
"52386","Denti","Adas","1986-05-30"
"52389","Schiettecatte","Sajjad","1986-05-19"
"52395","Leivant","Lakshmi","1986-03-15"
"52396","Paludetto","Ulf","1986-09-21"
"52422","Luby","Christoper","1986-03-22"
"52426","Auyong","Mabo","1986-07-05"
"52434","Zeilberger","Byong","1986-11-20"
"52438","Suermann","Kousuke","1986-06-20"
"52441","Melton","Almudena","1986-09-24"
"52451","Botman","Faiza","1986-10-27"
"52457","Shobatake","Larisa","1986-02-13"
"52464","Walstra","Dietrich","1986-07-24"
"52466","Gajiwala","Aamod","1986-10-26"
"52487","Shackel","Candido","1986-07-03"
"52488","Doering","Fumiyo","1986-10-03"
"52493","Thorelli","Masamitsu","1986-05-09"
"52502","Pramanik","Constantijn","1986-04-16"
"52506","Serra","Badri","1986-08-09"
"52518","Landherr","Lobel","1986-06-03"
"52532","Hanratty","Jeane","1986-06-15"
"52539","Huttel","Shigeu","1986-09-18"
"52546","Pocchiola","Sachio","1986-08-13"
"52551","Varley","Dhritiman","1986-12-21"
"52557","Kalsbeek","Aruna","1986-07-21"
"52561","Dehkordi","Rafael","1986-02-16"
"52565","Erde","Fuqing","1986-02-01"
"52575","Vernadat","Gio","1986-05-09"
"52586","Yoshizawa","Shen","1986-05-31"
"52601","Servi","Yishai","1986-03-16"
"52602","Coors","Giao","1986-02-28"
"52611","Gente","Supot","1986-04-15"
"52615","Baak","Ghassan","1986-03-11"
"52621","Roison","Adil","1986-03-07"
"52623","Bahi","Djelloul","1986-04-16"
"52641","Emiris","Ugo","1986-06-08"
"52655","Hebden","Yuguang","1986-02-01"
"52661","Bugaenko","Munehiro","1986-03-01"
"52669","Domenig","Abdelghani","1986-01-31"
"52680","Schaft","Weicheng","1986-12-17"
"52681","Besselaar","Jaana","1986-09-26"
"52682","Crooks","Valdiodio","1986-12-02"
"52692","Debuse","Domenico","1986-01-01"
"52708","Escriba","Makato","1986-01-13"
"52712","Giveon","Boaz","1986-02-22"
"52722","Zeidenstein","Youssef","1986-10-26"
"52736","Birrer","Nalini","1986-09-22"
"52742","Farris","Sashi","1986-06-26"
"52752","Rajcani","Barna","1986-09-20"
"52754","Mandell","Howell","1986-12-12"
"52768","Aseltine","Zhenbing","1986-12-04"
"52770","Yurek","Shugo","1986-01-06"
"52772","Karner","Masami","1986-02-15"
"52778","Penn","Alain","1986-05-03"
"52780","Billawala","Kellyn","1986-02-14"
"52790","Chinal","Freyja","1986-11-08"
"52793","Gornas","Domenick","1986-12-30"
"52797","Suri","Otmar","1986-06-02"
"52810","Trelles","Moss","1986-12-03"
"52812","Fujisawa","Jaber","1986-10-09"
"52815","Makrucki","Djenana","1986-04-19"
"52818","Feldhoffer","Patricia","1986-03-10"
"52825","Cappelli","Constantino","1986-06-22"
"52830","Peron","Kitty","1986-06-05"
"52831","Simmen","Chiranjit","1986-02-09"
"52835","Syrzycki","Yongmin","1986-07-09"
"52848","Baumann","Idoia","1986-05-26"
"52852","Cannata","Nahla","1986-12-18"
"52856","Speel","Kazuhide","1986-01-04"
"52857","Rabehasaina","Van","1986-03-20"
"52859","Dusink","Kwangsub","1986-12-10"
"52865","Pramanik","Takushi","1986-03-12"
"52876","Birsak","Jinya","1986-05-14"
"52896","Chimia","Mana","1986-10-14"
"52897","Isaac","Arnd","1986-03-05"
"52924","Hofman","Odysseas","1986-02-01"
"52930","Garigliano","Nathalie","1986-12-23"
"52942","Levasseur","Alain","1986-02-22"
"52951","Solares","Hauke","1986-09-09"
"52957","Dalphin","Kazuhira","1986-02-13"
"52964","Grandbois","Dmitri","1986-08-01"
"52965","Steinauer","Itzchak","1986-06-13"
"52978","Kriebel","Krisda","1986-07-09"
"52981","Hutton","Howell","1986-01-29"
"52982","McConalogue","Ibibia","1986-11-24"
"52984","Velardi","Arvind","1986-02-08"
"52990","Brattka","Stamatina","1986-03-30"
"53007","Sherertz","Tianruo","1986-01-16"
"53012","Muchinsky","Yongdong","1986-10-30"
"53021","Narahari","Baoqiu","1986-11-19"
"53025","Isaac","Dipayan","1986-09-17"
"53030","Farrag","Aram","1986-06-05"
"53032","Oberman","Yechezkel","1986-01-24"
"53039","Llado","Billur","1986-09-29"
"53072","Muntz","Ortrun","1986-09-29"
"53088","Lamma","Mechthild","1986-05-19"
"53090","Furedi","Kazuhisa","1986-07-22"
"53092","England","Tetsushi","1986-07-05"
"53114","Farrow","Angel","1986-03-26"
"53128","Ibel","Mong","1986-03-11"
"53138","Schaaf","Parke","1986-06-14"
"53139","Vuskovic","Feiyu","1986-09-29"
"53140","Swick","Xiong","1986-04-18"
"53142","Aloia","Fumiya","1986-10-20"
"53157","Birge","Weiye","1986-03-14"
"53168","Ohori","Yunming","1986-09-23"
"53171","Werthner","Uta","1986-06-30"
"53179","Copas","Byong","1986-12-16"
"53183","Erez","Gill","1986-01-11"
"53184","Wissmann","Kristina","1986-09-21"
"53209","Heering","Weiye","1986-09-01"
"53216","Birch","Fumiyo","1986-06-02"
"53217","Heystek","Shem","1986-05-27"
"53223","Kalsbeek","Zeljko","1986-01-11"
"53225","Sidou","Deniz","1986-12-10"
"53234","Dalphin","Jaideep","1986-09-22"
"53235","Hiroyama","Giri","1986-07-31"
"53248","Baaleh","Jordanka","1986-04-04"
"53259","Zirintsis","Francoise","1986-06-10"
"53269","Lipner","Ioana","1986-09-27"
"53280","Zambonelli","Odysseas","1986-06-12"
"53285","Anily","Pantung","1986-01-11"
"53303","Nitsche","Basim","1986-11-29"
"53313","Trumbly","Nahla","1986-12-29"
"53316","Emmart","Shuky","1986-03-08"
"53318","Hooghiemstra","Mohua","1986-05-20"
"53320","Kornatzky","Haldun","1986-10-26"
"53333","Luon","Mingsen","1986-04-08"
"53339","Neimat","Weijing","1986-11-29"
"53342","Fioravanti","Genevieve","1986-02-10"
"53367","Parveen","Samphel","1986-08-05"
"53368","Laurillard","Kwangho","1986-09-27"
"53380","Pollacia","Tianruo","1986-11-14"
"53382","Barriga","Bedrich","1986-02-10"
"53402","Worfolk","Houman","1986-11-05"
"53405","Hegner","Karlis","1986-03-11"
"53435","Impagliazzo","Rosalyn","1986-12-15"
"53440","Panangaden","Saniya","1986-10-04"
"53444","Bharadwaj","Mabry","1986-10-28"
"53459","Berstel","Salvador","1986-02-05"
"53468","Muhlberg","Yifei","1986-04-30"
"53471","Makinen","Rosita","1986-02-20"
"53474","Baalen","Shakhar","1986-05-31"
"53507","Frezza","Zhilian","1986-05-28"
"53514","Dayana","Navid","1986-04-28"
"53525","Ratzlaff","Fayez","1986-09-19"
"53530","Pintelas","Gully","1986-08-06"
"53532","Asmuth","Shimshon","1986-12-28"
"53546","Rodier","Dietrich","1986-05-15"
"53548","Maquelin","Conor","1986-04-27"
"53551","Ranai","Jolita","1986-10-23"
"53556","Milicic","Brewster","1986-10-21"
"53560","Senzako","Bernice","1986-03-07"
"53562","Gornas","Gio","1986-08-05"
"53571","Comte","Georg","1986-06-08"
"53601","Felder","Avishai","1986-06-22"
"53625","Worfolk","Leen","1986-04-02"
"53628","Puoti","Elliott","1986-05-22"
"53640","Coorg","Toshimi","1986-04-15"
"53641","Remmele","Vesna","1986-02-26"
"53642","Erdi","Navin","1986-09-22"
"53644","Nollmann","Shai","1986-08-18"
"53648","Plump","Akeel","1986-02-01"
"53650","Orlowska","Kannan","1986-07-01"
"53653","Narahara","Martial","1986-10-22"
"53671","Polupanov","Basil","1986-03-25"
"53677","Simmen","Erzsebet","1986-06-22"
"53678","Garnier","Hongzhu","1986-10-28"
"53679","Litzkow","Aleksandar","1986-02-07"
"53681","Kalefeld","Noritoshi","1986-10-09"
"53684","Greenaway","Gou","1986-12-23"
"53691","Schonegge","Babette","1986-12-14"
"53698","Cronau","Nimmagadda","1986-06-07"
"53703","Bahl","Rafail","1986-04-22"
"53709","Zaumen","Kazuhisa","1986-10-03"
"53725","Azulay","Neven","1986-04-20"
"53732","Krohn","Kwangsub","1986-05-24"
"53740","Delgrande","Tsz","1986-10-03"
"53745","Legleitner","Byong","1986-04-13"
"53762","Seghrouchni","Sanjai","1986-01-04"
"53768","Sabnani","Bojan","1986-08-07"
"53775","Peternell","Maya","1986-07-16"
"53777","Oberman","Petter","1986-07-07"
"53780","Shanbhogue","Hercules","1986-07-11"
"53787","Serre","Pintsang","1986-03-06"
"53798","Provine","Rayond","1986-05-18"
"53815","Merks","Junichi","1986-03-05"
"53819","Grospietsch","Nagui","1986-06-04"
"53828","Naudin","Hisao","1986-03-04"
"53864","Castellani","Henk","1986-01-26"
"53874","Schade","Bodo","1986-02-14"
"53887","Gils","Sadegh","1986-08-12"
"53890","Beetstra","Lenore","1986-05-16"
"53894","Bahl","Shalesh","1986-06-04"
"53929","Schiettecatte","Guenter","1986-10-11"
"53935","Kakkar","Hisao","1986-10-28"
"53941","Rabejac","Ibibia","1986-10-31"
"53942","Carrere","Xiaoheng","1986-09-11"
"53950","Remmele","Odinaldo","1986-06-18"
"53968","Burnard","Weiye","1986-11-26"
"53977","Unno","Alper","1986-06-25"
"54027","Katzenelson","Yonghong","1986-09-14"
"54028","Czaja","Masadi","1986-09-20"
"54042","Fiutem","Leandro","1986-08-19"
"54043","McFarlin","Ebru","1986-09-20"
"54045","Akaboshi","Udaiprakash","1986-02-11"
"54049","Debuse","Christoper","1986-12-05"
"54055","Famili","Mitsuyuki","1986-03-09"
"54063","Perna","Bedrich","1986-01-27"
"54065","Fraisse","Gal","1986-04-02"
"54066","Mapelli","Shounak","1986-01-16"
"54083","Talmon","Yoshimitsu","1986-09-03"
"54099","Solares","Sanjeeva","1986-05-03"
"54105","Peck","Hidefumi","1986-09-01"
"54118","Muntz","Lena","1986-07-13"
"54119","Fandrianto","Itzchak","1986-03-22"
"54127","Quittner","Matt","1986-08-09"
"54131","Murrill","Rayond","1986-04-18"
"54134","Nilsson","Venkatesan","1986-07-21"
"54144","Kulisch","Bernardo","1986-11-08"
"54151","Jording","Gor","1986-08-22"
"54160","Yamaashi","Basant","1986-04-13"
"54169","Pargas","Frederique","1986-05-16"
"54177","Kabayashi","Nechama","1986-05-15"
"54182","Verhaegen","Debaprosad","1986-04-10"
"54198","Segond","Shaowen","1986-01-06"
"54199","Menhoudj","Anneke","1986-02-18"
"54207","Bhattacharjee","Radhika","1986-05-07"
"54210","Buchter","Taizo","1986-12-24"
"54216","Driscoll","Lech","1986-11-02"
"54229","Yemenis","Limsoon","1986-04-23"
"54232","Stamatiou","Bingning","1986-03-15"
"54234","Rothe","Nikolaus","1986-10-08"
"54258","Suwa","Sumali","1986-06-09"
"54259","Anily","Snehasis","1986-03-03"
"54293","Sanella","Yongdong","1986-02-04"
"54295","Kabayashi","Sasan","1986-01-12"
"54307","Bondorf","Yuqun","1986-11-16"
"54308","Ravishankar","Richara","1986-02-08"
"54309","Bressoud","Mohamadou","1986-07-10"
"54336","Usdin","Lenore","1986-10-17"
"54338","Kushner","Nahla","1986-06-25"
"54341","Lorcy","Toshimi","1986-02-12"
"54348","Beausoleil","Jacopo","1986-10-07"
"54354","Barvinok","Yurij","1986-01-23"
"54356","Rothenberg","Shigeaki","1986-06-09"
"54380","Schonegge","Randi","1986-05-05"
"54386","Ghemri","Maris","1986-02-24"
"54399","Llado","Xiaobin","1986-01-18"
"54408","Birjandi","Frazer","1986-08-31"
"54425","Jarecki","Goncalo","1986-03-03"
"54426","Usdin","Percy","1986-07-27"
"54429","Kopetz","Tsuneo","1986-02-03"
"54440","Sevcikova","Tamiya","1986-01-25"
"54446","Denti","Shahid","1986-07-18"
"54453","Millington","Masanao","1986-07-18"
"54470","Bhattacharjee","Piyush","1986-07-22"
"54480","Nilsson","Danel","1986-04-14"
"54493","Llado","Garnik","1986-02-28"
"54516","Schnelling","Zhongwei","1986-06-10"
"54522","Birsak","Zengping","1986-11-22"
"54527","Lorch","Leszek","1986-09-28"
"54528","Narwekar","Tomoyuki","1986-07-25"
"54563","Menyhert","Shunichi","1986-05-20"
"54574","Czaja","Stabislas","1986-12-24"
"54597","Luca","Ekawit","1986-06-29"
"54608","Alvarado","Mara","1986-02-21"
"54612","Rohrbach","Oddvar","1986-11-10"
"54613","Heiserman","Huan","1986-06-15"
"54620","Speckmann","Marie","1986-02-17"
"54621","Murrill","Sven","1986-03-07"
"54633","Cooke","Arch","1986-12-19"
"54637","Trogemann","Vojin","1986-10-31"
"54651","Rando","Arnd","1986-04-14"
"54658","Babu","Huai","1986-02-19"
"54661","Bahi","Tru","1986-01-28"
"54672","Poehlman","Aluzio","1986-04-05"
"54674","Kaiserswerth","Fumino","1986-06-03"
"54720","Nollmann","Xiaoshan","1986-12-30"
"54721","Cooley","Ger","1986-04-25"
"54730","Jayawardene","Lokesh","1986-04-26"
"54746","Liesche","Ramzi","1986-11-18"
"54747","Dusink","Ramachenga","1986-08-05"
"54748","Showalter","Taizo","1986-07-28"
"54751","Conia","Jaihie","1986-03-05"
"54769","Steenbeek","Bader","1986-08-14"
"54775","Emden","Chinya","1986-08-17"
"54777","Oxenboll","Niteen","1986-02-13"
"54781","Leaver","Chinho","1986-02-20"
"54782","Vasanthakumar","Khatoun","1986-10-09"
"54783","Nannarelli","Abdelghani","1986-01-08"
"54789","Boyle","Munehiro","1986-01-05"
"54802","Perly","Anestis","1986-09-08"
"54810","Bojadziev","Dharmaraja","1986-07-13"
"54812","Rebaine","Make","1986-10-23"
"54813","Gornas","Katsuyuki","1986-12-08"
"54815","Irland","Subhankar","1986-10-30"
"54843","Masand","Surveyors","1986-09-28"
"54861","Ratzlaff","Huiqun","1986-03-20"
"54864","Niizuma","Ayonca","1986-05-19"
"54866","Nergos","Paloma","1986-08-25"
"54878","Guenter","Baziley","1986-08-06"
"54884","Greenaway","Lillian","1986-01-24"
"54887","Vandervoorde","Shooichi","1986-07-21"
"54888","Danley","Manohar","1986-07-09"
"54891","Bresenham","Willard","1986-05-10"
"54898","Pileggi","Zorica","1986-12-04"
"54900","Stemann","Khalil","1986-07-03"
"54907","Middleton","Patricio","1986-09-22"
"54911","Verspoor","Muneo","1986-08-01"
"54918","Malinowski","Volkmar","1986-08-16"
"54921","Vuskovic","Leen","1986-08-18"
"54922","Thimonier","Parviz","1986-09-03"
"54923","Perz","Masoud","1986-01-13"
"54929","Tramer","Gilbert","1986-02-02"
"54930","Tsukuda","Otmar","1986-10-25"
"54941","Pietrzykowski","Ipke","1986-03-10"
"54946","Perng","True","1986-09-07"
"54966","Hempstead","Jouni","1986-06-17"
"54968","Bondorf","Rafael","1986-01-28"
"54973","Yetto","Kankanahalli","1986-02-05"
"54976","Berstel","Xiaocheng","1986-12-11"
"54990","Osgood","Huai","1986-09-08"
"54997","Caine","Kagan","1986-11-24"
"54999","Peck","Zhenhua","1986-04-30"
"55013","Docker","Tetsurou","1986-08-26"
"55016","Gecseg","Angel","1986-08-03"
"55039","Lubachevsky","Vugranam","1986-04-24"
"55048","Percebois","Pasqua","1986-07-20"
"55058","Varley","Pascal","1986-08-27"
"55063","Rosis","Duke","1986-04-30"
"55068","Wielonsky","Kyoichi","1986-05-14"
"55074","Waeselynck","Arnould","1986-11-25"
"55086","Cunliffe","Mario","1986-07-06"
"55103","Zultner","Mohua","1986-03-03"
"55107","Reutenauer","Vatsa","1986-10-08"
"55108","Zeidenstein","Shahaf","1986-03-19"
"55123","Thummel","Randy","1986-03-05"
"55133","Mandell","Mitchel","1986-09-16"
"55138","Ritzmann","Sachar","1986-09-28"
"55139","Sommer","Nigel","1986-09-14"
"55145","Delgrossi","Saddek","1986-08-11"
"55159","Randi","Arif","1986-07-11"
"55164","Ranta","Ramya","1986-02-17"
"55166","Panwar","Qiwen","1986-05-21"
"55182","Denos","Duri","1986-07-26"
"55186","Radivojevic","Zongyan","1986-12-23"
"55203","Valtorta","KayLiang","1986-10-11"
"55206","Worfolk","Nathan","1986-01-13"
"55215","Morrey","Raimond","1986-05-22"
"55224","Uhrig","Weiye","1986-03-31"
"55233","Cichocki","Kwangjo","1986-04-16"
"55249","Gopalakrishnan","Francoise","1986-08-15"
"55251","Harbusch","Guadalupe","1986-01-26"
"55265","Waleschkowski","Luisa","1986-05-22"
"55266","Mawatari","Toney","1986-08-13"
"55268","Ellozy","Divier","1986-05-09"
"55295","Quadeer","Bojan","1986-05-16"
"55298","Ghandeharizadeh","Hisao","1986-03-24"
"55321","Lunn","Dinkar","1986-09-11"
"55323","Staelin","Hausi","1986-12-30"
"55341","Perri","Berthier","1986-05-28"
"55346","Schrooten","Hausi","1986-02-12"
"55347","Kermarrec","Nathalie","1986-08-17"
"55359","Keohane","Domenico","1986-12-08"
"55360","Mitzlaff","Aemilian","1986-07-25"
"55370","Prenel","Ebbe","1986-02-28"
"55371","Perry","Weiru","1986-08-24"
"55374","Alblas","Joydip","1986-11-24"
"55383","Lampe","Junsik","1986-11-17"
"55391","Gopalakrishnan","Bodh","1986-10-16"
"55398","Lupu","Nobuyoshi","1986-07-11"
"55400","Anger","Eckart","1986-05-13"
"55415","Kermarrec","Serenella","1986-06-29"
"55423","Kobuchi","Xiaobin","1986-02-19"
"55429","Bamford","Miyeon","1986-07-07"
"55432","Eldridge","Bingning","1986-06-06"
"55439","Olivero","Kiyotoshi","1986-10-07"
"55464","Cyne","Kolar","1986-12-21"
"55470","Fraisse","Lalit","1986-09-05"
"55476","Halevi","Kokou","1986-01-15"
"55486","Bashian","Bedir","1986-10-05"
"55499","Diderrich","Kamakshi","1986-02-21"
"55506","Kusakabe","Zhensheng","1986-10-07"
"55515","Anandan","Doohun","1986-09-26"
"55528","Swiler","Indrajit","1986-08-05"
"55529","Danecki","Kensei","1986-04-27"
"55532","Brobst","Beshir","1986-03-29"
"55533","Worfolk","Subir","1986-04-22"
"55537","Begiun","Vitaly","1986-06-29"
"55543","Engberts","Shih","1986-06-01"
"55550","Alpay","Boaz","1986-09-27"
"55552","Schicker","Ohad","1986-11-13"
"55562","Schrift","Nikolaos","1986-05-12"
"55569","Alpay","Martien","1986-11-08"
"55573","Pocchiola","Sachio","1986-03-02"
"55574","Vrecion","Phule","1986-12-22"
"55594","Debuse","Mitchel","1986-01-15"
"55607","Detkin","Mayumi","1986-05-17"
"55619","McAlpine","Phule","1986-11-02"
"55620","Christianini","Larisa","1986-07-24"
"55622","Ranta","Peer","1986-01-17"
"55625","Muhling","Halsur","1986-06-28"
"55639","Bridgland","Gaetan","1986-10-11"
"55693","Seghrouchni","Nagui","1986-02-14"
"55700","Ladret","Arch","1986-03-03"
"55702","Kopetz","Gianluca","1986-09-21"
"55703","Masamoto","Percy","1986-08-18"
"55709","VanScheik","Khue","1986-12-18"
"55725","Gils","Harjit","1986-01-26"
"55726","Krohm","Vitali","1986-07-21"
"55727","Hiyoshi","Dmitri","1986-07-18"
"55730","Driscoll","Leaf","1986-03-25"
"55739","Schlegelmilch","Shirish","1986-04-29"
"55745","Schaad","Susuma","1986-11-29"
"55756","Warwick","Alair","1986-09-14"
"55765","Noriega","Kotesh","1986-05-29"
"55772","Foong","King","1986-04-30"
"55774","Pettey","Pramod","1986-09-22"
"55785","Lores","Sibyl","1986-04-03"
"55786","Belinskaya","Berto","1986-12-20"
"55837","Schaar","Elgin","1986-12-21"
"55841","Kadhim","Susanne","1986-08-16"
"55844","Bernini","Sampalli","1986-03-02"
"55859","Jahnichen","Sachio","1986-12-27"
"55869","Bade","Along","1986-05-30"
"55887","Swift","Paris","1986-04-05"
"55893","Krohm","Jaewon","1986-02-03"
"55894","Schaft","Atreye","1986-03-13"
"55895","Swiss","Taisook","1986-05-17"
"55897","Karnin","Jiafu","1986-09-01"
"55902","Staylopatis","Aram","1986-03-21"
"55918","Isaak","Martine","1986-12-18"
"55919","Nergos","Chiranjit","1986-02-12"
"55928","Nyanchama","Fatemeh","1986-12-09"
"55929","Marakhovsky","Moni","1986-06-09"
"55930","Munck","Siamak","1986-08-26"
"55935","Skafidas","Theirry","1986-05-22"
"55937","Schneeberger","Renee","1986-08-19"
"55938","Beidas","Eishiro","1986-09-08"
"55954","Kroha","Rimli","1986-07-18"
"55958","Kambil","Kamran","1986-09-01"
"55962","Pleszkun","Mohit","1986-07-25"
"55963","Takkinen","Somnath","1986-11-10"
"55984","Cesareni","Vitaly","1986-02-26"
"56022","Biros","Deniz","1986-12-07"
"56034","Jayawardene","Hinrich","1986-09-22"
"56053","Cummings","Shir","1986-06-01"
"56058","Schapire","Christoper","1986-08-21"
"56065","Nollmann","Mabhin","1986-11-07"
"56070","Jansen","Vasilis","1986-08-16"
"56073","Mondadori","Luigi","1986-03-21"
"56090","Serot","Teunis","1986-01-16"
"56100","Pappas","Remmert","1986-10-24"
"56106","Chiola","Saeko","1986-08-07"
"56111","Lieblein","Mani","1986-02-11"
"56119","Varker","Alejandra","1986-07-04"
"56121","Iacovou","Jeane","1986-08-09"
"56134","Ducloy","Gill","1986-01-17"
"56138","Waymire","Filipp","1986-11-03"
"56143","Bondorf","Sakthirel","1986-10-06"
"56169","Zlotek","Jeanne","1986-09-03"
"56170","Molberg","Franziska","1986-04-04"
"56174","Porenta","Yuping","1986-02-15"
"56189","Pews","Bedir","1986-01-21"
"56194","Frolund","Vugranam","1986-10-20"
"56197","Gomatam","Giao","1986-04-24"
"56199","Journel","Tse","1986-09-04"
"56202","Ghemri","Genki","1986-06-25"
"56206","Fujisawa","Vishu","1986-03-23"
"56211","Rehfuss","Youjian","1986-09-07"
"56217","Zizka","Gao","1986-10-24"
"56219","Michaeli","Tonny","1986-04-27"
"56220","Deville","Candido","1986-05-24"
"56223","Coors","Byong","1986-06-16"
"56226","Rabehasaina","Shem","1986-05-23"
"56230","Heuter","Keung","1986-01-14"
"56281","Brizzi","Sanjoy","1986-01-16"
"56293","Maksimenko","Iara","1986-09-21"
"56298","Peir","Gro","1986-11-05"
"56312","Baek","Jaber","1986-03-27"
"56314","Morrey","Bowen","1986-09-07"
"56330","Tsukuda","Avishai","1986-04-06"
"56349","Sethi","Honesty","1986-01-27"
"56358","Masada","Leon","1986-03-23"
"56361","Holburn","Matk","1986-10-22"
"56374","Jiang","Kshitij","1986-08-27"
"56395","Schaad","Make","1986-10-08"
"56402","Krohn","Ebbe","1986-12-16"
"56406","Schusler","Sachem","1986-05-08"
"56411","Picaronny","Shiv","1986-02-07"
"56415","Nivat","Sigeru","1986-09-15"
"56418","Ritcey","Yannis","1986-02-16"
"56425","Erde","Shih","1986-01-06"
"56428","Hanabata","Olivera","1986-11-10"
"56449","Maraist","Wayne","1986-12-08"
"56478","Suessmith","Yongmin","1986-04-19"
"56485","Hutter","Kensei","1986-05-14"
"56492","Boreale","Neven","1986-10-16"
"56504","Yetto","Shahid","1986-03-08"
"56515","Litzler","Kiyokazu","1986-11-05"
"56535","Hasenauer","Shuky","1986-07-10"
"56551","Gini","Rimon","1986-08-30"
"56553","Azuma","Sibyl","1986-07-17"
"56556","Birsak","Breannda","1986-05-09"
"56569","Avouris","Pintsang","1986-06-20"
"56572","Lores","Zsolt","1986-01-18"
"56586","Uhrig","Lucien","1986-03-08"
"56587","Bennis","Franziska","1986-05-31"
"56616","Shrader","Becky","1986-09-03"
"56626","Rande","Sanjeeva","1986-02-10"
"56628","Esposito","Mark","1986-06-28"
"56644","Zielinski","Niteen","1986-03-11"
"56646","Swan","Zhigen","1986-04-11"
"56663","Takanami","Eben","1986-10-05"
"56665","Masamoto","Uzi","1986-04-26"
"56672","Antonisse","Matt","1986-05-16"
"56684","Yoshizawa","Qiwen","1986-02-19"
"56710","Lores","Uriel","1986-06-07"
"56714","Broomell","Anneli","1986-03-25"
"56725","Penz","Hatim","1986-02-07"
"56734","Skogmar","Xiong","1986-12-03"
"56740","Vuskovic","Sashi","1986-06-26"
"56743","Nitto","Lansing","1986-05-27"
"56759","Gyimothy","Fen","1986-09-18"
"56771","Panienski","Gay","1986-12-30"
"56779","Slobodova","Lansing","1986-06-29"
"56782","Vuskovic","Rimon","1986-08-26"
"56783","Bondorf","Subhash","1986-06-23"
"56797","Hainaut","Shaowen","1986-12-21"
"56800","Peot","Xiong","1986-04-29"
"56801","Zucker","Utpal","1986-03-16"
"56802","Feldhoffer","Bowen","1986-05-17"
"56804","Heinisuo","Arra","1986-12-09"
"56812","Merli","Ohad","1986-08-31"
"56819","Lichtner","Barton","1986-12-06"
"56835","Shumilov","Kolar","1986-10-14"
"56838","Veevers","Xinan","1986-07-21"
"56843","Covnot","Etsuo","1986-09-04"
"56844","Malabarba","Kiyotoshi","1986-07-20"
"56856","Acton","Ulises","1986-01-14"
"56858","Zongker","Vidya","1986-11-28"
"56860","Levergood","Evgueni","1986-05-28"
"56871","Olivero","Kendra","1986-07-12"
"56881","Lanzelotte","Uno","1986-08-06"
"56895","Rothe","Urs","1986-09-29"
"56915","Salinas","Gadiel","1986-03-08"
"56935","Basart","Nagui","1986-05-24"
"56947","Murillo","Uinam","1986-04-28"
"56953","Calkin","Luigi","1986-06-13"
"56957","Hofman","Manu","1986-08-24"
"56966","Khalid","Herbert","1986-09-14"
"56976","Vendrig","Rasikan","1986-10-07"
"56980","Terkki","Baoqiu","1986-12-03"
"56984","Erni","Guiseppe","1986-11-27"
"56996","Parhami","Cullen","1986-01-07"
"57000","Lortz","Toshiko","1986-02-24"
